name	notes	ingredient	page
WEEPER'S JOY	DRY VERMOUTH	VERMOUTH (DRY)	255
WEEPER'S JOY	KUMMEL	LIQUEUR (KUMMEL)	255
WEEPER'S JOY	BENEDICTINE	LIQUEUR (BENEDICTINE)	255
WEEPER'S JOY	PERNOD ABSINTHE	ABSINTHE (PERNOD)	255
WEEPER'S JOY	ORANGE BITTERS	BITTERS (ORANGE)	255
WEEPER'S JOY	BITTERMENS ORCHARD STREET CELERY SHRUB	SHRUB (CELERY)	255
WEEPER'S JOY	ORANGE PEEL	TWIST (ORANGE)	255

DESHLER	BULLEIT RYE	WHISKEY (RYE)	256
DESHLER	CONTRATTO VERMOUTH ROSSO	VERMOUTH (SWEET)	256
DESHLER	BIGALLET CHINA CHINA	APERITIF (CHINA CHINA)	256
DESHLER	ROYAL COMBIER	LIQUEUR (HERBAL)	256
DESHLER	PEYCHAUD'S BITTERS	BITTERS (PEYCHAUD'S)	256
DESHLER	PERNOD ABSINTHE	ABSINTHE (PERNOD)	256
DESHLER	ORANGE PEEL	TWIST (ORANGE)	256

ABSINTHE, SWISS STYLE	ORGEAT SYRUP	SYRUP (ORGEAT)	260
ABSINTHE, SWISS STYLE	DUPLAIS VERTE ABSINTHE	ABSINTHE (DUPLAIS)	262
ABSINTHE, SWISS STYLE	CHILLED SODA WATER	SODA	260
ABSINTHE, SWISS STYLE	LEMON PEEL	TWIST (LEMON)	260

ABSINTHE, ITALIAN STYLE	SUGAR SYRUP	SYRUP (SUGAR)	262
ABSINTHE, ITALIAN STYLE	FERNET BRANCA MENTA	FERNET (BRANCA MENTA)	262
ABSINTHE, ITALIAN STYLE	VARNELLI L'ANICE SECCO SPECIALE	LIQUEUR (ANISE)	262
ABSINTHE, ITALIAN STYLE	PERNOD ABSINTHE	ABSINTHE (PERNOD)	262
ABSINTHE, ITALIAN STYLE	CHILLED WATER	WATER	262
ABSINTHE, ITALIAN STYLE	LEMON PEEL	GARNISH (LEMON)	262

ABSINTHE, AMERICAN STYLE	SUGAR SYRUP	SYRUP (SUGAR)	263
ABSINTHE, AMERICAN STYLE	CHILLED WATER	WATER	263
ABSINTHE, AMERICAN STYLE	ST. GEORGE ABSINTHE	ABSINTHE (ST. GEORGE)	263

ABSINTHE, FRENCH STYLE	PERNOD ABSINTHE	ABSINTHE (PERNOD)	264
ABSINTHE, FRENCH STYLE	CHILLED WATER	WATER	264
ABSINTHE, FRENCH STYLE	LEMON PEEL	TWIST (LEMON)	264
ABSINTHE, FRENCH STYLE	SUGAR SYRUP	SYRUP (SUGAR)	264
ABSINTHE, FRENCH STYLE	RASPBERRY CORDIAL	CORDIAL (RASPBERRY)	264
ABSINTHE, FRENCH STYLE	MARIE BRIZARD CREME DE MENTHE	LIQUEUR (CREME DE MENTHE)	264
ABSINTHE, FRENCH STYLE	ORGEAT SYRUP	SYRUP (ORGEAT)	264
ABSINTHE, FRENCH STYLE	STRAWBERRY CORDIAL	CORDIAL (STRAWBERRY)	264

ABSINTHE COCKTAIL	DEAD RABBIT ORINOCO BITTERS OR ANGOSTURA	BITTERS (AROMATIC)	265
ABSINTHE COCKTAIL	PEYCHAUD'S BITTERS	BITTERS (PEYCHAUD'S)	265
ABSINTHE COCKTAIL	CHILLED WATER	WATER	265
ABSINTHE COCKTAIL	LUXARDO MARASCHINO	LIQUEUR (CHERRY)	265
ABSINTHE COCKTAIL	VARNELLI L'ANICE SECCO SPECIALE	LIQUEUR (ANISE)	265
ABSINTHE COCKTAIL	VIEUX PONTARLIER ABSINTHE	ABSINTHE (VIEUX PONTARLIER)	265
ABSINTHE COCKTAIL	LEMON PEEL	TWIST (LEMON)	265

SUISSESSE	CHILLED WATER	WATER	266
SUISSESSE	EGG WHITE	EGG (WHITE)	266
SUISSESSE	PEYCHAUD'S BITTERS	BITTERS (PEYCHAUD'S)	266
SUISSESSE	LINIE AQUAVIT	AQUAVIT	266
SUISSESSE	MARIE BRIZARD CREME DE CACAO	LIQUEUR (CREME DE CACAO)	266
SUISSESSE	LA CLANDESTINE ABSINTHE	ABSINTHE (LA CLANDESTINE)	266
SUISSESSE	NUTMEG	GARNISH (NUTMEG)	266
SUISSESSE	LEMON PEEL	GARNISH (LEMON)	266

PORTER SANGAREE	MACE TINCTURE	TINCTURE (MACE)	270
PORTER SANGAREE	LEMON SHERBET	SHERBET (LEMON)	270
PORTER SANGAREE	DEAD RABBIT ORINOCO BITTERS OR ANGOSTURA	BITTERS (AROMATIC)	270
PORTER SANGAREE	FOUNDERS PORTER	BEER (PORTER)	270
PORTER SANGAREE	NUTMEG	GARNISH (NUTMEG)	270
PORTER SANGAREE	LEMON PEEL	TWIST (LEMON)	270

ELDERBERRY BEER A LA BYRON	ELDERBERRY TINCTURE	TINCTURE (ELDERBERRY)	272
ELDERBERRY BEER A LA BYRON	DEAD RABBIT ORINOCO BITTERS OR ANGOSTURA	BITTERS (AROMATIC)	272
ELDERBERRY BEER A LA BYRON	VARNELLI ANIS	LIQUEUR (ANISE)	272
ELDERBERRY BEER A LA BYRON	CHASE ELDERFLOWER LIQUEUR	LIQUEUR (ELDERFLOWER)	272
ELDERBERRY BEER A LA BYRON	CASK ALE	BEER (CASK ALE)	272
ELDERBERRY BEER A LA BYRON	NUTMEG	GARNISH (NUTMEG)	272
ELDERBERRY BEER A LA BYRON	ORANGE PEEL	TWIST (ORANGE)	272

SHANDYGAFF	GINGER SYRUP	SYRUP (GINGER)	274
SHANDYGAFF	FRESH LIME JUICE	JUICE (LIME)	274
SHANDYGAFF	WILD LIME SODA	SODA (LIME)	274
SHANDYGAFF	FULLER'S ESB	BEER (CASK ALE)	274
SHANDYGAFF	PIERRE FERRAND DRY ORANGE CURACAO	LIQUEUR (CURACAO)	274
SHANDYGAFF	DEAD RABBIT ORINOCO BITTERS OR ANGOSTURA	BITTERS (AROMATIC)	274
SHANDYGAFF	NUTMEG	GARNISH (NUTMEG)	274
SHANDYGAFF	LIME PEEL	TWIST (LIME)	274

VELVET GAFF	MACE TINCTURE	TINCTURE (MACE)	275
VELVET GAFF	CHRISTIAN DROUIN CIDRE BOUCHE	BEER (APPLE CIDER)	275
VELVET GAFF	FOUNDERS PORTER	BEER (PORTER)	275
VELVET GAFF	PLYMOUTH GIN	GIN (LONDON DRY)	275
VELVET GAFF	MERLET CREME DE POIRE	LIQUEUR (CREME DE POIRE)	275
VELVET GAFF	DEAD RABBIT ORINOCO BITTERS OR ANGOSTURA	BITTERS (AROMATIC)	275
VELVET GAFF	NUTMEG	GARNISH (NUTMEG)	275
VELVET GAFF	LEMON PEEL	TWIST (LEMON)	275

ITALIAN LEMONADE	LEMON SHERBET	SHERBET (LEMON)	276
ITALIAN LEMONADE	BARBADILLO MANZANILLA SHERRY	SHERRY (MANZANILLA)	276
ITALIAN LEMONADE	F. MEYER FRAMBOISE EAU DE VIE	EAU DE VIE (FRAMBOISE)	276
ITALIAN LEMONADE	ORANGE JUICE	JUICE (ORANGE)	276
ITALIAN LEMONADE	ORANGE FLOWER WATER	OTHER (ORANGE FLOWER WATER)	276
ITALIAN LEMONADE	BLOOD ORANGE SODA	SODA (BLOOD ORANGE)	276
ITALIAN LEMONADE	ORANGE PEEL	TWIST (ORANGE)	276
ITALIAN LEMONADE	LEMON PEEL	TWIST (LEMON)	276

BRUNSWICK COOLER	CORIANDER TINCTURE	TINCTURE (CORIANDER)	278
BRUNSWICK COOLER	GINGER SYRUP	SYRUP (GINGER)	278
BRUNSWICK COOLER	LEMON SHERBET	SHERBET (LEMON)	278
BRUNSWICK COOLER	FRESH LEMON JUICE	JUICE (LEMON)	278
BRUNSWICK COOLER	SODA WATER	SODA	278
BRUNSWICK COOLER	NUTMEG	GARNISH (NUTMEG)	278

IRISH COFFEE	DEMERARA SUGAR SYRUP	SYRUP (DEMARARA)	279
IRISH COFFEE	POWERS GOLD LABEL IRISH WHISKEY	WHISKEY (IRISH)	279
IRISH COFFEE	HOT FILTERED COFFEE	COFFEE	279
IRISH COFFEE	WHIPPED HEAVY CREAM	CREAM (HEAVY)	279
IRISH COFFEE	NUTMEG	GARNISH (NUTMEG)	279
